"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"2197";"https://sinobas.aemet.es/index.php?pag=detal&rep=2197";"jdsoriano";"AEMET";"2026-02-02";"07:25";"+/- 15 minutos";"2026-02-16";"Reventón / Frente de racha";"Alta";"37.348";"-6.067";"68";"Sevilla";"Mairena del Aljarafe";"Poligono Ausu, 34M, 41927 Mairena del Aljarafe, Sevilla, España";"41927";"Vientos muy fuertes al paso de una banda estrecha de precipitación en un frente frío, afectando a diversas localidades. Inicialmente, en la provincia de Sevilla se tiene constancia de daños en puntos de los siguientes municipios: Mairena del Aljarafe, Sanlúcar la Mayor, Gines, Espartinas, Bollullos de la Mitación, Gelves, Dos Hermanas, Los Palacios (El Trobal), Dos Hermanas, Lebrija, Alcalá de Guadaíra diversas informaciones incluyen también otros municipios de la provincia.";"En el borde delantero de un frente frío se formó una banda estrecha de precipitación. Esta banda se caracterizaba por un patrón de reflectividad en forma de S, con máximos y mínimos alternos, con presencia de pequeños vórtices o misociclones visibles en las imágenes de viento radial. Estos misociclones pueden producir vientos lineales intensos o incluso pequeños tornados, con afectación local. Esto explicaría los daños producidos en diversas localidades al paso de  la banda de precipitación realzada, no justificables con los registros de viento en las estaciones de AEMET. Los testimonios existentes coinciden en un episodio de muy corta duración. Entre los episodios locales destaca un tornado que afectó a una planta solar en el municipio de Sanlúcar la Mayor. El resto de episodios no puede clasificarse de forma concreta por falta de evidencias suficientes, pudiendo incluir vientos lineales muy fuertes asociados al flanco sur de los misociclones, algún reventón y algún pequeño tornado.";"NO";"NO";"Antena de telefonía colapsada, casetas de obra volcadas, carteles publicitarios aplastados, caída de placas solares, muros, revestimiento de paredes, etc. Postes eléctricos caídos. Coches dañados por caída de árboles y ramas. Vuelco de un camión en SE-30 (Sevilla), Caída de muro trasero de nave en Dos Hermanas. Daños en invernaderos. Etc.";"Caída de árboles (algunos tronchados) y ramas, tanto en zonas urbanas como semiurbanas";"";"5";"";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"Vórtice de racha, Tornado";"SD";"SD";"150";"";"";"SD";"Lluvia fuerte";"SD";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2198";"https://sinobas.aemet.es/index.php?pag=detal&rep=2198";"jdsoriano";"AEMET";"2026-02-02";"07:15";"+/- 5 minutos";"2026-02-16";"Tornado / Tromba Marina";"Alta";"37.414";"-6.278";"36";"Sevilla";"Castilleja del Campo";"CP7C+HJ Castilleja del Campo, España";"41810";"Planta solar Solnova, en el municipio de Sanlúcar la Mayor. Daños también en un cortijo colindante.";"En el borde delantero de un frente frío se formó una banda estrecha de precipitación. Esta banda se caracterizaba por un patrón de reflectividad en forma de S, con máximos y mínimos alternos, con presencia de pequeños vórtices o misociclones visibles en las imágenes de viento radial. Estos misociclones pueden producir vientos lineales intensos o incluso pequeños tornados, con afectación local. Esto explicaría los daños producidos en diversas localidades al paso de la banda de precipitación realzada, no justificables con los registros de viento en las estaciones de AEMET. Los testimonios existentes coinciden en un episodio de muy corta duración. Entre los episodios locales estaría el tornado que se describe en este reporte.
Testimonios de empleados que se encontraban en el edificio de oficinas de la central a varios cientos de metros de la trayectoria, hablan de un “ruido intempestivo” y de que varias ventanas del edificio se abrieron. Escucharon muchos golpes asociados a los destrozos en el exterior y, tras un tiempo que percibieron como de unos minutos, el viento amainó.";"NO";"NO";"Seguidores solares colapsados, dejando un rastro de destrucción total a lo largo de la central. Daños también en un cortijo colindante: muro de ladrillos huecos de hormigón derribado, vallas tumbadas, gran chapa metálica y tapa de depósito desplazadas.";"Encinas (al parecer centenarias) arrancadas de raíz. Un tronco tronchado y descortezado";"";"";"";"Testigo del evento, Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Fotos o videos de los daños";"Tornado";"1";"";"SD";"SD";"103";"No";"1";"SD";"Lluvia fuerte";"Entre 1 y 2 km";"100 metros";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2199";"https://sinobas.aemet.es/index.php?pag=detal&rep=2199";"molinos";"";"2026-02-14";"00:05";"+/- 1 día";"2026-02-17";"Reventón / Frente de racha";"No Validado";"40.903";"-3.878";"1149";"Madrid";"Rascafría";"C. del Rosario, 49, 28740 Rascafría, Madrid, España";"28740";"";"Las rachas de viento registradas a 2 Km no han superado los 79 Km/h , pero alguna de la estructuras/elementos de soporte de paneles fotovoltaicos suele estar certificadas para soportar rachas huracanadas. Las chimeas afectadas que he observado han soportado oficialmente, durante mas de 40 años, rachas y vientos continúos muy superiores a los registrados. Las incidencias se produjeron bajo alerta naranja por vientos. Estos fenómenos han reproducido a distinta horas durante la última semana. Aunque parece que aumentan entra dos y cinco de la mañana (coinciden con fallos en el suministro eléctrico)";"NO";"NO";"Ha movido una parte de un tejado de unos 400 m2 de teja de hormigón.
han caído tejas a la calle desde una altura de mas de 15m

Cerca se han roto estructuras de pacas solares en la gasolinera de cesa, estando estas certificadas para soportar rachas huracanadas.
Han habido incidentes similares próximos (radio de 1,5 Km) arrancando parcial / totalmente chimeneas. Las rachas de viento han afectado de forma muy localizada a unos elementos sin afectar a otros similares distanciados  a unos 20 m .";"";"";"";"";"Testigo de los daños, Fotos o videos de los daños";"";"";"";"SD";"SD";"130";"";"";"SD";"Sin Precipitación";"SD";"SD";"Menor de 0,5 km";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2200";"https://sinobas.aemet.es/index.php?pag=detal&rep=2200";"cjimenezn";"AEMET";"2025-12-28";"16:00";"+/- 1 hora";"2026-02-23";"Tornado / Tromba Marina";"Alta";"36.814";"-2.052";"9";"Almería";"La Isleta";"Pl. de Escullos, 12, 04118 La Isleta, Almería, España";"04118";"";"El 28 de diciembre de 2025 se dieron condiciones atmosféricas favorables para la formación de trombas marinas en el litoral almeriense, debido a un entorno de inestabilidad, cizalladura y convección organizada asociada a un Sistema Convectivo Mesoescalar.

Los datos de radar, satélite, sondeos y modelos numéricos respaldan la posibilidad de un fenómeno tornádico, aunque no se detectaron firmas claras de supercélula.

Las evidencias observadas y los daños reportados en Isleta del Moro son compatibles con una tromba marina que tocó tierra con intensidad estimada EF-0 (100–120 km/h), sin causar daños estructurales significativos.";"NO";"NO";"El desplazamiento violento de mobiliario ligero no anclado (sillas y mesas)";"No se han reportado daños estructurales en edificaciones, arrancado de cubiertas, caída de muros o afectación significativa de arbolado maduro";"";"";"";"Información en sitios webs, Informe por un meteorólogo profesional";"Tornado";"1";"";"EF0: 105-137 km/h";"SD";"";"No";"1";"5 minutos";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2201";"https://sinobas.aemet.es/index.php?pag=detal&rep=2201";"jprodriguezg";"";"2026-03-09";"13:30";"+/- 1 hora";"2026-03-10";"Granizada Singular";"Alta";"39.813";"2.891";"589";"Illes Balears";"Escorca";"Es Guix, Bajada Urbanización, 0A, 07315 Escorca, Illes Balears, España";"07315";"";"Una vaguada con -26 ºC en 500 hPa y la convergencia mesoescalar de vientos favorecieron esta precipitación en forma de granizo, con evidencia por medio de vídeos y fotografías. Se trata de granizo menudo que llegó a acumular una capa de unos 3 cm aproximadamente, detectable especialmente sobre la carretera.";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"SD";"SD";"SD";"3";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2203";"https://sinobas.aemet.es/index.php?pag=detal&rep=2203";"Meteofelix";"";"2026-04-20";"17:30";"+/- 15 minutos";"2026-04-25";"Granizada Singular";"Alta";"41.933";"2.259";"490";"Barcelona";"Vic";"Carrer del Puigsacalm, 15, 08500 Vic, Barcelona, España";"08500";"Durante la tarde del lunes 20 de abril, se formaron fuertes tormentas en el Pirineo, dejando granizo en localidades como Olot o La Seu d'Urgell. Las tormentas fueron bajando poco a poco y afectando otras zonas fuera del Pirineo. La más fuerte de ellas fue la que cruzó la plana de Vic dejando una granizada insólita para la época del año en la que nos encontrábamos, tanto por el tamaño máximo de las piedras como por la cantidad de granizo de tamaño superior a 2 cm. Posteriormente, la tormenta se desplazó hacia Viladrau y Arbúcies dejando una importante granizada también en estas zonas.";".";"NO";"NO";"Abolladuras en coches, y algunas roturas de tejas.";".";"0";"0";"0";"Testigo del evento, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento";"";"";"";"";"";"";"";"";"15 minutos";"";"";"";"";"";"";"";"Entre 4 y 5";"Entre 2 y 3";"SD";"1";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2204";"https://sinobas.aemet.es/index.php?pag=detal&rep=2204";"Davidpozo";"";"2026-04-28";"17:30";"+/- 5 minutos";"2026-05-01";"Reventón / Frente de racha";"Alta";"37.881";"-4.764";"100";"Córdoba";"Córdoba";"Av. de Ntra. Sra. de la Fuensanta, 6, Sureste, 14010 Córdoba, España";"14010";"Sector sureste de Córdoba, en las zonas de la Fuensanta, Santuario y el recinto ferial del Arenal";"Durante la tarde del martes 28 de abril de 2026, se formó una célula tormentosa al sureste de Córdoba capital con bastante actividad eléctrica. A partir de las 17:29, mi estación ubicada en la avenida Nuestra señora de la Fuensanta registró datos que podrían indicar un microburst húmedo:

-Presión absoluta: A las 17:29 la presión era de 999,7hpa. Unos 5 minutos después, subió unos 0,8hpa hasta los 1000,5hpa (un mesohig). Además esta semana mantiene igual duranto los siguientes 10-15 minutos, coincidiendo con el pico máximo de lluvia. Esta subida repentina sería el aire frío descendente de la tormenta impactando súbitamente en superficie y es uno de los principales síntomas que hacen sospechar de un microburst.
-Temperatura: a las 17:24 la temperatura era de 24° y sobre las 17:39 era de 16,6°, bajando así 7,4° en 15 minutos. Esta bajada repentina de temperatura coincide con el comienzo de lluvia torrencial.
-Lluvia: entre las 17:29 y las 17:54 mi estación recogió 30,3mm, con un pico de intensidad torrencial de 85,2mm/h.
-Viento: la racha máxima coincide justo en el momento donde la presión atmósferica mencionada antes sube y se mantiene. En este caso, la racha máxima que registro mi estación fue de 46km/h, pero es importante mencionar que mi estación subestima las rachas de viento fuertes y los daños en el recinto ferial no justifican ese valor. Tampoco son justificados esos daños con la racha del aeropuerto, que fue de tan solo 30km/h.
-Actividad eléctrica: se registraron hasta 60 rayos en 1 hora al sureste de la ciudad 
-Cercania de los daños y localización extrema: los principales daños e incidencias están muy cerca entre si (a 1km o menos entre sí) y no hay constancia de más incidencias en otros puntos de la ciudad, por lo que parece que ha sido un evento hiperlocal que ha afectado solo al sector sureste. Otras estaciones del centro y norte de la ciudad no marcan datos tan extremos (entre 5-10mm) y el aeropuerto solo 2mm. Mi estación es la única que ha recogido estos datos.Esto delata que el evento ha sido extremadamente local.

En resumen, los datos de mi estación, la localidad del evento y loas daños causados hacen sospechar de un problable microburst húmedo.";"NO";"NO";"En el recinto ferial del Arenal se produjeron destrozos en algunas casetas de feria, que estaban en construcción. Además, un vehículo se quedó atrapado en una balsa de agua en la avenida de las Lonjas.";"";"";"";"";"Testigo del evento, Información en sitios webs";"";"";"";"SD";"SD";"80";"";"";"25 minutos";"Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.), Tormenta";"Entre 1 y 2 km";"1,5 km";"2 km";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2205";"https://sinobas.aemet.es/index.php?pag=detal&rep=2205";"Ivanduque";"";"2026-05-09";"15:10";"+/- 5 minutos";"2026-05-11";"Tornado / Tromba Marina";"No Validado";"39.969";"-6.505";"229";"Cáceres";"Rincón del Obispo";"XF9V+JX Rincón del Obispo, España";"10811";"El fenómeno se produjo en la vega del río Alagón, cerca del Rincón del obispo, pedanía de Coria, en una zona de choperas, huertos y fincas de segunda residencia";"Tormenta con rasgos supercélulares con granizo de 1 cm, lluvia muy intensa y formación de una supercélula en la que observé rotación y posterior formación de un tornado y al menos 2 tubas, desplazamiento muy rápido de la supercélula de sur a norte. El tornado ocurrió entre el municipio de Coria y su pedanía Rincón del obispo, siendo más cercano a ésta última.";"NO";"NO";"Levantamiento de algunas tejas y chapas grecadas, vallas de fincas dobladas.";"Al menos entre 20 y 40 árboles.";"";"0";"0";"Testigo del evento, Testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños";"Tornado";"1";"";"SD";"SD";"";"Si";"1";"SD";"Lluvia fuerte, Granizo mediano, Tormenta";"Entre 1 y 2 km";"20 metros";"40 metros";"sur a norte";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2206";"https://sinobas.aemet.es/index.php?pag=detal&rep=2206";"jprodriguezg";"";"2026-05-15";"16:30";"+/- 1 hora";"2026-05-18";"Tornado / Tromba Marina";"Alta";"40.055";"4.131";"0";"Illes Balears";"Fornells";"Carrer de Gabriel Gelabert, 6, 07748 Fornells, Illes Balears, España";"07748";"Convección ocasionada por una vaguada";"Dos mangas marinas, una en el puerto de Fornells y otra en Cala Tirant";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"2";"SD";"Lluvia ligera o moderada";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2207";"https://sinobas.aemet.es/index.php?pag=detal&rep=2207";"jprodriguezg";"";"2026-05-15";"20:30";"+/- 1 hora";"2026-05-18";"Tornado / Tromba Marina";"Alta";"39.725";"2.582";"0";"Illes Balears";"Port de Valldemossa";"PHFJ+XR Port de Valldemossa, España";"07170";"";"Manga marina en la zona costera de Valldemossa. Convección ocasionada por una vaguada.";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"Sin Precipitación";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2209";"https://sinobas.aemet.es/index.php?pag=detal&rep=2209";"jgordalizab";"AEMET";"2026-04-28";"16:10";"+/- 15 minutos";"2026-06-01";"Granizada Singular";"Alta";"42.659";"-4.312";"852";"Palencia";"Alar del Rey";"Tr.ª César Albiñana, 1, 34480 Alar del Rey, Palencia, España";"34480";"";"Día muy inestable en el que se desarrolló una tormenta con granizo alrededor de las 16:10 en Alar del Rey y sus proximidades";"NO";"NO";"";"";"";"";"";"Información en los medios";"";"";"";"";"";"";"";"";"20 minutos";"";"";"";"";"";"";"";"Entre 0,5 y 1";"Entre 0,5 y 1";"SD";"5";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2210";"https://sinobas.aemet.es/index.php?pag=detal&rep=2210";"matgs";"";"2026-07-07";"18:00";"+/- 15 minutos";"2026-07-07";"Reventón / Frente de racha";"No Validado";"40.396";"-3.763";"665";"Madrid";"Madrid";"C. de Escalona, 69, Latina, 28024 Madrid, España";"28024";"El fenomeno ha afectado sobre todo al suroeste y centro de la Comunidad de Madrid";"Sobre las 17:30 se genero una tormenta a la altura del municipio de Mostoles que ha acabado intensificandose muy rápido hasta convertirse en una supercelula ya que en el RainAlarm los pixeles eran de color rojo oscuro (Intensidad 8/10). Lo primero que ha llegado ha sido el viento que ha empezado a intensificarse con rachas de entre 70 y 80 Km/h, haciendo que se cayeran algunas ramas de arboles. Después, llegó la lluvia con una intensidad de aproximadamente 70 mm/h, con la caida del agua, se habia complicado la visibilidad, no se veia a mas de 5 metros por todo el agua que estaba cayendo.";"NO";"NO";"";"Caida de ramas por las fuertes rachas de viento.";"";"";"";"Testigo del evento, Testigo de los daños, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"menor que EF0";"T0: 61-86 km/h";"80";"";"";"10 minutos";"Lluvia ligera o moderada, Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.), Polvo o arena levantado por el viento, Tormenta";"Entre 0,5 y 1 km";"1 km";"1 km";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2211";"https://sinobas.aemet.es/index.php?pag=detal&rep=2211";"Valeria";"";"2026-07-07";"07:30";"+/- 5 minutos";"2026-07-07";"Tornado / Tromba Marina";"No Validado";"40.185";"-3.719";"641";"Madrid";"Torrejón de Velasco";"Calle Diseminado, 222, 28990 Torrejón de Velasco, Madrid, España";"28990";"Se formo en el campo mas o menos cerca de la carretera";"Habia tormenta y supongo que el aire caliente ascendio y choco con el aire frio de arriba mientras llovia y luego hubo un cambio brusco de direccion del viento.";"NO";"NO";"Nada";"Ni idea";"0";"0";"0";"Testigo del evento";"Tornado";"1";"";"menor que EF0";"SD";"0";"Si";"1";"5 minutos";"Lluvia ligera o moderada, Tormenta";"Menor de 0,5 km";"20 metros";"20 metros";"norte a sur";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2213";"https://sinobas.aemet.es/index.php?pag=detal&rep=2213";"Meteo12";"";"2026-02-02";"12:20";"+/- 15 minutos";"2026-07-07";"Tornado / Tromba Marina";"Alta";"37.388";"-6.202";"139";"Sevilla";"Sanlúcar la Mayor";"C. Manuel Castaño Ortiz, 33, 41800 Sanlúcar la Mayor, Sevilla, España";"41800";"Ese dia se formo una supercelula en esa zona la cual abarco Huevar y sanlucar y parte de benacazon esa supercelula formo 3 tornados, 1 en el solnova 1 y otro en el valle del guadiamar a 1.5km de la zona derribando varias encinas.
Ese dia se puedo reporto 1 reventon en Mairena del aljarafe
Tambien se puedo observar varios Mesociclones con la herramienta de viento radial en el radar
Daños: arboles arrancados de raiz incluso levantando el pavimento y paradas de autobus destrozadas y barras de acero dobladas de manera irregular";"En sanlucar la mayor una supercelula formo varios tornados en 2 horas";"NO";"NO";"bloques rectangulares compactos de hormigon de 20kg que estaban en el suelo fueron puestos en vertical.
Un arbol fue arrancado de cuajo del suelo llevandose y levantando el pavimento.
Chapas de hierro de 3 metros de largo fueron dobladas y compactadas.
Chapas de hierro y postes de acero fueron doblados de manera irregular y fueron arrancados del suelo.";"";"3000";"0";"0";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"Tornado";"1";"";"EF3: 219-266 km/h";"T5: 221-259 km/h";"220";"Si";"1";"5 minutos";"Lluvia ligera o moderada, Tormenta";"Menor de 0,5 km";"20 metros";"30 metros";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2214";"https://sinobas.aemet.es/index.php?pag=detal&rep=2214";"Meteo12";"";"2026-05-10";"15:00";"+/- 15 minutos";"2026-07-10";"Tuba";"Alta";"43.535";"-7.041";"47";"Lugo";"Ribadeo";"Rincón San Francisco, 5, 27700 Ribadeo, Lugo, España";"27700";"Sobre las 3 de la tarde se podía apreciar esta impresionante imagen en el cielo: una nube embudo claramente definida que se extendía hacia el mar. Todo apunta a que podría tratarse de una manga marina, o incluso de un tornado débil, asociado a una tormenta activa sobre la costa.
En mi opinion era un tornado debido a que en la parte de arriba se podia ver la nube pared y el mesociclon lo que lo convierte en un tornado supercelular y no una tromba marina las cuales se pueden formar en tormentas convectivas no supercelulares.";"Sobre las 3 de la tarde se pudo apreciar este hermoso fenomeno el cual es denominado nuve de tuba o Funnel cloud";"NO";"NO";"Ninguno";"Ninguno";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento, Informe por un aficionado entrenado";"";"1";"";"";"";"";"";"";"10 minutos";"Lluvia fuerte, Tormenta";"";"";"";"";"30%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2215";"https://sinobas.aemet.es/index.php?pag=detal&rep=2215";"Kimberly";"";"2026-07-12";"16:55";"+/- 15 minutos";"2026-07-12";"Granizada Singular";"Baja";"42.351";"-3.691";"862";"Burgos";"Burgos";"C. Sagrada Familia, 24, 09006 Burgos, España";"09006";"Por 5 minutos, hay lluvia y granizada. Después, está sol.";"Lluvia y granizada para cinco minutos, y después, hay sol. Fotos y vídeo u incluyó.";"NO";"NO";"";"";"";"";"";"Testigo del evento, Fotos o videos del evento";"";"";"";"";"";"";"";"";"3 minutos";"";"";"";"";"";"";"";"Entre 2 y 3";"Entre 0,5 y 1";"5";"1";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2216";"https://sinobas.aemet.es/index.php?pag=detal&rep=2216";"Noromet";"";"2026-07-16";"18:50";"+/- 5 minutos";"2026-07-17";"Granizada Singular";"Alta";"43.124";"-5.565";"518";"Asturias";"Collanzo";"Parque infantil Collanzo, AE-6, 10A, 33680 Collanzo, Asturias, España";"33680";"El evento tuvo lugar en la localidad de Collanzo y sus inmediaciones.";"A las 18:30h del 16 de julio de 2026, un núcleo tormentoso se generó en el valle del Caudal, embebido en una amplia línea convectiva que ocupaba buena parte de la zona central de Asturias. Dicho núcleo se intensificó rápidamente con un desplazamiento W-E, alcanzando unas elevadas reflectividades al cruzar por el Alto Aller, principalmente entre las localidades de Cabañaquinta y Felechosa. A las 18:50h, se registró una granizada acompañada de una gran intensidad de precipitación en Collanzo, provocando inundaciones en la estación de tren de la localidad y acumulaciones de granizo en zonas favorables. Si bien la estación meteorológica de la AEMET en Cuevas de Felechosa quedó al margen de la parte más activa de la tormenta (5mm en toda la jornada), la estación de un aficionado próxima a la localidad de Entrepeñas, en la trayectoria de la tormenta, registró 16mm durante la duración del evento (apenas 10-15min) y 24mm en toda la jornada.";"NO";"NO";"Inundaciones temporales en la estación de tren de la localidad, así como daños menores en viviendas por la entrada de agua.";"Principalmente daños en las huertas y árboles frutales, derivados de las dimensiones del granizo y la intensidad de la precipitación.";"";"0";"0";"Informado por un testigo del evento, Informado por un testigo de los daños, Fotos o videos del evento";"";"";"";"";"";"";"";"";"10 minutos";"";"";"";"";"";"";"";"Entre 3 y 4";"Entre 1 y 2";"SD";"SD";"Hielo claro";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2217";"https://sinobas.aemet.es/index.php?pag=detal&rep=2217";"Noromet";"";"2026-07-12";"16:15";"+/- 15 minutos";"2026-07-17";"Granizada Singular";"Alta";"43.430";"-4.822";"41";"Asturias";"Barro";"C5JH+46 Barro, Llanes, España";"33595";"El fenómeno afectó a diversas localidades costeras del municipio de Llanes, notándose especialmente en Celorio, Barro, Niembro y Porrúa.";"A primera hora de la tarde del 12 de julio de 2026, una línea convectiva ayudada por la orografía de los Picos de Europa empezó a generar diversas células tormentosas, con desplazamiento SE-NW y de rápida intensificación. A las 16:15h, uno de esos núcleos tormentosos, de alta reflectividad en el radar, alcanzó el litoral llanisco, entre Posada de Llanes y Celorio, dejando granizos de gran tamaño (hasta 4-5cm) que sorprendieron a muchos veraneantes en las playas de la zona. Tras la primera granizada, en su mayoría seca (2-3 mm en la mayoría de estaciones de la zona), se sucedieron diversas tormentas por la costa llanisca, dejando acumulados rondando los 15-25mm.";"NO";"NO";"Daños menores en vehículos (abolladuras en la carrocería), mobiliario exterior en las inmediaciones de las playas y tiendas de campaña en áreas de camping.";"Daños generalizados en huertas y árboles frutales debido a las dimensiones del granizo.";"";"0";"0";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento";"";"";"";"";"";"";"";"";"10 minutos";"";"";"";"";"";"";"";"Entre 4 y 5";"Entre 2 y 3";"SD";"SD";"Puntiagudo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
